"Tabela 4 - Vitaminas na composição de alimentos por 100 gramas de parte comestível",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"(continuação)"
"Código e descrição do alimento ",,"Código e descrição da preparação",,"Reti-
nol
(mcg)","Vitami-
na A
(RAE)
(mcg)","Tiami-
na
(mg)","Ribofla-
vina
(mg)","Niaci-
na
(mg)","Niaci-
na
(NE)
(mg)","Pirido-
xina
(mg)","Coba-
lami-
na
(mcg)","Folato
(DFE)
(mcg)","Vitami-
na D
(mcg)","Vitami-
na E
7107805,"Filé não especificado",2,"Cozido(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7107805,"Filé não especificado",3,"Grelhado(a)/brasa/churrasco","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7107805,"Filé não especificado",4,"Assado(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7107805,"Filé não especificado",5,"Frito(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,64","-"
7107805,"Filé não especificado",6,"Empanado(a)/à milanesa","-","-","0,11","0,19","5,62","9,08","0,41","1,71","19,07","0,60","0,64","-"
7107805,"Filé não especificado",7,"Refogado(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,64","-"
7107805,"Filé não especificado",8,"Molho vermelho","-","3,48","0,06","0,14","4,48","7,21","0,34","1,37","10,20","0,48","0,63","1,40"
7107805,"Filé não especificado",11,"Com manteiga/óleo","17,91","18,26","0,07","0,16","5,36","8,73","0,40","1,72","10,08","0,64","0,49","-"
7107805,"Filé não especificado",13,"Ensopado","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,64","-"
7107805,"Filé não especificado",99,"Não se aplica","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7108107,"Miúdo de bode ",2,"Cozido(a)","9428,00","9442,42","0,19","3,43","17,53","23,66","1,02","70,58","253,00","0,40","0,51","1,90"
7108301,"Pé suíno fresco",2,"Cozido(a)","2,00","2,00","0,64","0,31","5,36","11,46","0,40","0,55","9,00","0,80","0,32","0,40"
7108301,"Pé suíno fresco",3,"Grelhado(a)/brasa/churrasco","2,00","2,00","0,64","0,31","5,36","11,46","0,40","0,55","9,00","0,80","0,32","0,40"
7108301,"Pé suíno fresco",5,"Frito(a)","2,00","2,00","0,64","0,31","5,36","11,46","0,40","0,55","9,00","0,80","0,53","0,40"
7109101,"Carne bovina ",1,"Cru(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7109101,"Carne bovina ",2,"Cozido(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7109101,"Carne bovina",3,"Grelhado(a)/brasa/churrasco","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7109101,"Carne bovina",4,"Assado(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7109101,"Carne bovina",5,"Frito(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7109101,"Carne bovina",6,"Empanado(a)/à milanesa","-","-","0,12","0,25","3,47","7,93","0,26","2,83","18,07","0,70","0,35","-"
7109101,"Carne bovina ",7,"Refogado(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7109101,"Carne bovina ",8,"Molho vermelho","-","3,48","0,07","0,19","2,76","6,29","0,22","2,26","9,40","0,56","0,40","1,40"
7109101,"Carne bovina ",9,"Molho branco","20,70","21,08","0,08","0,22","2,66","6,43","0,21","2,35","10,80","0,79","0,18","0,00"
7109101,"Carne bovina ",10,"Ao alho e óleo","17,91","18,26","0,08","0,23","3,21","7,58","0,26","2,84","9,08","0,74","0,20","-"
7109101,"Carne bovina",11,"Com manteiga/óleo","17,91","18,26","0,08","0,23","3,21","7,58","0,26","2,84","9,08","0,74","0,20","-"
7109101,"Carne bovina ",12,"Ao vinagrete","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7109101,"Carne bovina",13,"Ensopado","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7109101,"Carne bovina ",15,"Sopa","-","0,75","0,05","0,06","1,28","1,96","0,07","0,34","10,13","0,09","0,04","1,57"
7109101,"Carne bovina ",99,"Não se aplica","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7110601,"Lombo não especificado",1,"Cru(a)","3,00","3,00","0,58","0,30","4,46","9,48","0,40","0,66","5,00","1,10","0,22","0,30"
7110601,"Lombo não especificado",2,"Cozido(a)","3,00","3,00","0,58","0,30","4,46","9,48","0,40","0,66","5,00","1,10","0,22","0,30"
7110601,"Lombo não especificado",4,"Assado(a)","3,00","3,00","0,58","0,30","4,46","9,48","0,40","0,66","5,00","1,10","0,22","0,30"
7110601,"Lombo não especificado",5,"Frito(a)","3,00","3,00","0,58","0,30","4,46","9,48","0,40","0,66","5,00","1,10","0,68","0,30"
7110601,"Lombo não especificado",9,"Molho branco","3,00","3,00","0,58","0,30","4,46","9,48","0,40","0,66","5,00","1,10","0,22","0,30"
7110801,"Músculo não especificado",2,"Cozido(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7110801,"Músculo não especificado",13,"Ensopado","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,35","-"
7110902,"Ossada não especificada",2,"Cozido(a)","-","-","0,07","0,33","8,24","12,66","0,30","1,57","17,00","1,50","0,50","-"
7110902,"Ossada não especificada",7,"Refogado(a)","-","-","0,07","0,33","8,24","12,66","0,30","1,57","17,00","1,50","0,71","-"
7110902,"Ossada não especificada",15,"Sopa","-","-","0,07","0,33","8,24","12,66","0,30","1,57","17,00","1,50","0,50","-"
7110902,"Ossada não especificada",99,"Não se aplica","-","-","0,07","0,33","8,24","12,66","0,30","1,57","17,00","1,50","0,50","-"
7111202,"Carne de segunda ",1,"Cru(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7111202,"Carne de segunda ",2,"Cozido(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7111202,"Carne de segunda ",3,"Grelhado(a)/brasa/churrasco","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7111202,"Carne de segunda ",4,"Assado(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7111202,"Carne de segunda ",5,"Frito(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7111202,"Carne de segunda ",6,"Empanado(a)/à milanesa","-","-","0,12","0,25","3,47","7,93","0,26","2,83","18,07","0,70","0,35","-"
7111202,"Carne de segunda ",7,"Refogado(a)","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7111202,"Carne de segunda ",8,"Molho vermelho","-","3,48","0,07","0,19","2,76","6,29","0,22","2,26","9,40","0,56","0,40","1,40"
7111202,"Carne de segunda ",10,"Ao alho e óleo","17,91","18,26","0,08","0,23","3,21","7,58","0,26","2,84","9,08","0,74","0,20","-"
7111202,"Carne de segunda ",13,"Ensopado","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,35","-"
7111401,"Contrafilé orgânico",4,"Assado(a)","-","-","0,07","0,16","5,36","8,73","0,40","1,71","10,00","0,60","0,43","-"
7111405,"Bisteca orgânica",4,"Assado(a)","-","-","0,05","0,15","2,45","4,82","0,22","2,62","5,00","0,60","0,29","-"
7111405,"Bisteca orgânica",5,"Frito(a)","-","-","0,05","0,15","2,45","4,82","0,22","2,62","5,00","0,60","0,29","-"
7111702,"Cabeça de lombo (carne bovina) orgânica",1,"Cru(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7111702,"Cabeça de lombo (carne bovina) orgânica",4,"Assado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
7111702,"Cabeça de lombo (carne bovina) orgânica",5,"Frito(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,60","-"
7111806,"Tatu (lagarto redondo) orgânico",4,"Assado(a)","-","-","0,07","0,25","3,81","7,76","0,28","2,70","9,00","0,70","0,14","-"
"Pescados e frutos do mar",,,,,,,,,,,,,,,
7200101,"Peixe de mar (inteiro, em posta, em filé, etc.)  ",1,"Cru(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7200101,"Peixe de mar (inteiro, em posta, em filé, etc.)  ",2,"Cozido(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7200101,"Peixe de mar (inteiro, em posta, em filé, etc.)  ",3,"Grelhado(a)/brasa/churrasco","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7200101,"Peixe de mar (inteiro, em posta, em filé, etc.)  ",4,"Assado(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7200101,"Peixe de mar (inteiro, em posta, em filé, etc.)  ",5,"Frito(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7200101,"Peixe de mar (inteiro, em posta, em filé, etc.)  ",6,"Empanado(a)/à milanesa","13,00","13,00","0,11","0,14","2,44","7,05","0,24","2,51","18,07","1,10","0,90","-"
7200101,"Peixe de mar (inteiro, em posta, em filé, etc.)  ",8,"Molho vermelho","10,40","13,88","0,07","0,10","1,94","5,58","0,21","2,01","9,40","0,88","0,81","1,40"
7200101,"Peixe de mar (inteiro, em posta, em filé, etc.)  ",9,"Molho branco","45,47","47,69","0,08","0,13","1,96","5,86","0,21","6,40","11,51","1,00","0,72","1,72"
7200101,"Peixe de mar (inteiro, em posta, em filé, etc.)  ",13,"Ensopado","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7200401,"Peixe de mar salgado (inteiro, em posta, em filé, etc.) ",2,"Cozido(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7200401,"Peixe de mar salgado (inteiro, em posta, em filé, etc.) ",3,"Grelhado(a)/brasa/churrasco","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7200401,"Peixe de mar salgado (inteiro, em posta, em filé, etc.) ",4,"Assado(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7200401,"Peixe de mar salgado (inteiro, em posta, em filé, etc.) ",5,"Frito(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7200401,"Peixe de mar salgado (inteiro, em posta, em filé, etc.) ",6,"Empanado(a)/à milanesa","13,00","13,00","0,11","0,14","2,44","7,05","0,24","2,51","18,07","1,10","0,90","-"
7200401,"Peixe de mar salgado (inteiro, em posta, em filé, etc.) ",9,"Molho branco","45,47","47,69","0,08","0,13","1,96","5,86","0,21","6,40","11,51","1,00","0,72","1,72"
7200401,"Peixe de mar salgado (inteiro, em posta, em filé, etc.) ",13,"Ensopado","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7260101,"Camarão",1,"Cru(a)","68,00","68,00","0,03","0,03","2,59","7,44","0,13","1,49","4,00","3,58","1,38","2,20"
7260101,"Camarão ",2,"Cozido(a)","68,00","68,00","0,03","0,03","2,59","7,44","0,13","1,49","4,00","3,58","1,38","2,20"
7260101,"Camarão",3,"Grelhado(a)/brasa/churrasco","68,00","68,00","0,03","0,03","2,59","7,44","0,13","1,49","4,00","3,58","1,38","2,20"
7260101,"Camarão",4,"Assado(a)","68,00","68,00","0,03","0,03","2,59","7,44","0,13","1,49","4,00","3,58","1,38","2,20"
7260101,"Camarão",5,"Frito(a)","68,00","68,00","0,03","0,03","2,59","7,44","0,13","1,49","4,00","3,58","1,62","2,20"
7260101,"Camarão",6,"Empanado(a)/à milanesa","68,00","68,00","0,07","0,05","2,85","7,80","0,13","1,49","13,07","3,58","1,62","2,20"
7260101,"Camarão",7,"Refogado(a)","68,00","68,00","0,03","0,03","2,59","7,44","0,13","1,49","4,00","3,58","1,62","2,20"
7260101,"Camarão",8,"Molho vermelho","54,40","57,88","0,03","0,04","2,27","6,18","0,12","1,19","5,40","2,86","1,39","3,16"
7260101,"Camarão",9,"Molho branco","89,47","91,69","0,04","0,06","2,29","6,46","0,12","5,59","7,51","2,98","1,29","3,48"
7260101,"Camarão",10,"Ao alho e óleo","68,00","68,00","0,03","0,03","2,59","7,44","0,13","1,49","4,00","3,58","1,62","2,20"
7260101,"Camarão",13,"Ensopado","68,00","68,00","0,03","0,03","2,59","7,44","0,13","1,49","4,00","3,58","1,62","2,20"
7260101,"Camarão",99,"Não se aplica","68,00","68,00","0,03","0,03","2,59","7,44","0,13","1,49","4,00","3,58","1,38","2,20"
7261101,"Siri",2,"Cozido(a)","2,00","2,00","0,10","0,05","3,30","7,98","0,18","7,30","51,00","-","1,84","3,30"
7261101,"Siri",6,"Empanado(a)/à milanesa","2,00","2,00","0,14","0,07","3,56","8,34","0,18","7,30","60,07","-","2,05","3,30"
7261101,"Siri",7,"Refogado(a)","2,00","2,00","0,10","0,05","3,30","7,98","0,18","7,30","51,00","-","2,08","3,30"
7261120,"Bau (siri)",2,"Cozido(a)","2,00","2,00","0,10","0,05","3,30","7,98","0,18","7,30","51,00","-","1,84","3,30"
7261121,"Goiá",1,"Cru(a)","2,00","2,00","0,10","0,05","3,30","7,98","0,18","7,30","51,00","-","1,84","3,30"
7262101,"Caranguejo",2,"Cozido(a)","2,00","2,00","0,10","0,05","3,30","7,98","0,18","7,30","51,00","-","1,84","3,30"
7262101,"Caranguejo",4,"Assado(a)","2,00","2,00","0,10","0,05","3,30","7,98","0,18","7,30","51,00","-","1,84","3,30"
7262101,"Caranguejo",12,"Ao vinagrete","2,00","2,00","0,10","0,05","3,30","7,98","0,18","7,30","51,00","-","1,84","3,30"
7262105,"Guaiamu",2,"Cozido(a)","2,00","2,00","0,10","0,05","3,30","7,98","0,18","7,30","51,00","-","1,84","3,30"
7263101,"Marisco",2,"Cozido(a)","181,00","181,00","0,15","0,43","3,35","8,12","0,11","98,89","29,00","0,20","0,62","22,10"
7263101,"Marisco",5,"Frito(a)","181,00","181,00","0,15","0,43","3,35","8,12","0,11","98,89","29,00","0,20","0,83","22,10"
7263101,"Marisco",8,"Molho vermelho","144,80","148,28","0,13","0,35","2,88","6,73","0,11","79,11","25,40","0,16","0,78","19,08"
7263101,"Marisco",99,"Não se aplica","181,00","181,00","0,15","0,43","3,35","8,12","0,11","98,89","29,00","0,20","0,62","22,10"
7264101,"Ostra",2,"Cozido(a)","54,00","54,00","0,19","0,18","2,48","5,12","0,12","35,02","14,00","16,00","1,70","6,00"
7265101,"Lula",6,"Empanado(a)/à milanesa","12,00","12,00","0,06","0,40","2,26","5,69","0,05","1,12","13,28","-","1,64","3,77"
7266101,"Sururu",2,"Cozido(a)","181,00","181,00","0,15","0,43","3,35","8,12","0,11","98,89","29,00","0,20","0,62","22,10"
7266101,"Sururu",13,"Ensopado","181,00","181,00","0,15","0,43","3,35","8,12","0,11","98,89","29,00","0,20","0,83","22,10"
7270401,"Bacalhau",2,"Cozido(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7270401,"Bacalhau",4,"Assado(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7270401,"Bacalhau",5,"Frito(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7270401,"Bacalhau",6,"Empanado(a)/à milanesa","13,00","13,00","0,11","0,14","2,44","7,05","0,24","2,51","18,07","1,10","0,90","-"
7270401,"Bacalhau",7,"Refogado(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7270401,"Bacalhau",8,"Molho vermelho","10,40","13,88","0,07","0,10","1,94","5,58","0,21","2,01","9,40","0,88","0,81","1,40"
7270401,"Bacalhau",13,"Ensopado","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7270401,"Bacalhau",99,"Não se aplica","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7273101,"Ovas de peixe (qualquer espécie)",4,"Assado(a)","91,00","91,00","0,28","0,95","2,19","8,44","0,19","11,54","92,00","4,00","8,97","16,40"
7273101,"Ovas de peixe (qualquer espécie)",5,"Frito(a)","91,00","91,00","0,28","0,95","2,19","8,44","0,19","11,54","92,00","4,00","9,18","16,40"
7400101,"Peixe de água doce (inteiro, em posta, em filé, etc.) ",1,"Cru(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","5,50","0,66","-"
7400101,"Peixe de água doce (inteiro, em posta, em filé, etc.) ",2,"Cozido(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","5,50","0,66","-"
7400101,"Peixe de água doce (inteiro, em posta, em filé, etc.) ",3,"Grelhado(a)/brasa/churrasco","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","5,50","0,66","-"
7400101,"Peixe de água doce (inteiro, em posta, em filé, etc.) ",4,"Assado(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","5,50","0,66","-"
7400101,"Peixe de água doce (inteiro, em posta, em filé, etc.) ",5,"Frito(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","5,50","0,90","-"
7400101,"Peixe de água doce (inteiro, em posta, em filé, etc.) ",6,"Empanado(a)/à milanesa","13,00","13,00","0,11","0,14","2,44","7,05","0,24","2,51","18,07","1,10","0,90","-"
7400101,"Peixe de água doce (inteiro, em posta, em filé, etc.) ",7,"Refogado(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","5,50","0,90","-"
7400101,"Peixe de água doce (inteiro, em posta, em filé, etc.) ",8,"Molho vermelho","10,40","13,88","0,07","0,10","1,94","5,58","0,21","2,01","9,40","4,40","0,81","1,40"
7400101,"Peixe de água doce (inteiro, em posta, em filé, etc.) ",9,"Molho branco","31,10","31,48","0,08","0,13","1,84","5,73","0,20","2,10","10,80","4,63","0,59","0,00"
7400101,"Peixe de água doce (inteiro, em posta, em filé, etc.) ",13,"Ensopado","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","5,50","0,90","-"
7400101,"Peixe de água doce (inteiro, em posta, em filé, etc.) ",99,"Não se aplica","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","5,50","0,66","-"
7400401,"Peixe de água doce salgado (inteiro, em posta, em filé, etc.) ",2,"Cozido(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7400401,"Peixe de água doce salgado (inteiro, em posta, em filé, etc.) ",3,"Grelhado(a)/brasa/churrasco","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7400401,"Peixe de água doce salgado (inteiro, em posta, em filé, etc.) ",4,"Assado(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7400401,"Peixe de água doce salgado (inteiro, em posta, em filé, etc.) ",5,"Frito(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7400401,"Peixe de água doce salgado (inteiro, em posta, em filé, etc.) ",6,"Empanado(a)/à milanesa","13,00","13,00","0,11","0,14","2,44","7,05","0,24","2,51","18,07","1,10","0,90","-"
7400401,"Peixe de água doce salgado (inteiro, em posta, em filé, etc.) ",8,"Molho vermelho","10,40","13,88","0,07","0,10","1,94","5,58","0,21","2,01","9,40","0,88","0,81","1,40"
7400401,"Peixe de água doce salgado (inteiro, em posta, em filé, etc.) ",13,"Ensopado","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7444101,"Tracajá",2,"Cozido(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,92","0,66","-"
7600101,"Peixe não especificado (inteiro, em posta, em filé, etc.)",1,"Cru(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7600101,"Peixe não especificado (inteiro, em posta, em filé, etc.)",2,"Cozido(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7600101,"Peixe não especificado (inteiro, em posta, em filé, etc.)",3,"Grelhado(a)/brasa/churrasco","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7600101,"Peixe não especificado (inteiro, em posta, em filé, etc.)",4,"Assado(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7600101,"Peixe não especificado (inteiro, em posta, em filé, etc.)",5,"Frito(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7600101,"Peixe não especificado (inteiro, em posta, em filé, etc.)",6,"Empanado(a)/à milanesa","13,00","13,00","0,11","0,14","2,44","7,05","0,24","2,51","18,07","1,10","0,90","-"
7600101,"Peixe não especificado (inteiro, em posta, em filé, etc.)",7,"Refogado(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7600101,"Peixe não especificado (inteiro, em posta, em filé, etc.)",8,"Molho vermelho","10,40","13,88","0,07","0,10","1,94","5,58","0,21","2,01","9,40","0,88","0,81","1,40"
7600101,"Peixe não especificado (inteiro, em posta, em filé, etc.)",9,"Molho branco","45,47","47,69","0,08","0,13","1,96","5,86","0,21","6,40","11,51","1,00","0,72","1,72"
7600101,"Peixe não especificado (inteiro, em posta, em filé, etc.)",13,"Ensopado","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7600401,"Peixe não especificado salgado (inteiro, em posta, em filé, etc.)",2,"Cozido(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7600401,"Peixe não especificado salgado (inteiro, em posta, em filé, etc.)",3,"Grelhado(a)/brasa/churrasco","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7600401,"Peixe não especificado salgado (inteiro, em posta, em filé, etc.)",4,"Assado(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,66","-"
7600401,"Peixe não especificado salgado (inteiro, em posta, em filé, etc.)",5,"Frito(a)","13,00","13,00","0,08","0,11","2,18","6,70","0,24","2,51","9,00","1,10","0,90","-"
7600401,"Peixe não especificado salgado (inteiro, em posta, em filé, etc.)",6,"Empanado(a)/à milanesa","13,00","13,00","0,11","0,14","2,44","7,05","0,24","2,51","18,07","1,10","0,90","-"
"Enlatados e conservas",,,,,,,,,,,,,,,
7700101,"Azeitona",99,"Não se aplica","-","19,67","0,02","0,01","0,24","0,24","0,03","-","3,00","-","3,81","-"
7700201,"Ervilha em conserva",99,"Não se aplica","-","26,67","0,12","0,08","0,73","1,23","0,06","-","44,00","-","0,03","9,60"
7700202,"Petit-pois",99,"Não se aplica","-","26,67","0,12","0,08","0,73","1,23","0,06","-","44,00","-","0,03","9,60"
7700401,"Milho verde em conserva",99,"Não se aplica","-","2,29","0,02","0,05","0,38","0,79","0,07","-","43,00","-","0,07","0,70"
7700501,"Palmito em conserva",99,"Não se aplica","-","-","0,01","0,06","0,44","0,82","0,02","-","39,00","-","0,50","7,90"
7700601,"Cogumelo em conserva",99,"Não se aplica","-","-","0,09","0,02","1,59","1,94","0,06","-","12,00","0,53","0,25","-"
7700602,"Champignon em conserva",99,"Não se aplica","-","-","0,09","0,02","1,59","1,94","0,06","-","12,00","0,53","0,25","-"
7700701,"Aspargo em conserva",99,"Não se aplica","-","41,08","0,06","0,10","0,95","1,30","0,11","-","96,00","-","1,22","18,40"
7700901,"Repolho em conserva",99,"Não se aplica","-","0,88","0,02","0,02","0,14","0,28","0,13","-","24,00","-","0,14","14,70"
7700902,"Chucrute",99,"Não se aplica","-","0,88","0,02","0,02","0,14","0,28","0,13","-","24,00","-","0,14","14,70"
7701101,"Legume não especificado em conserva",99,"Não se aplica","-","292,67","0,07","0,05","0,63","0,80","0,08","-","26,75","-","0,39","6,15"
7701404,"Creme de cebola (sopa desidratada)",99,"Não se aplica","14,68","15,17","0,04","0,07","0,15","0,36","0,04","0,08","7,51","0,02","0,25","1,26"
7701405,"Creme de legumes (sopa desidratada)",99,"Não se aplica","-","14,02","0,01","0,01","0,08","0,17","0,02","-","2,38","-","0,03","1,59"
7701406,"Yakissoba ",99,"Não se aplica","-","0,08","0,58","0,42","5,95","7,73","0,11","-","138,00","-","3,48","-"
7701501,"Milho verde com ervilha em conserva",1,"Cru(a)","-","56,89","0,16","0,08","1,39","1,94","0,11","-","46,85","-","0,05","6,66"
7701501,"Milho verde com ervilha em conserva",2,"Cozido(a)","-","56,89","0,16","0,08","1,39","1,94","0,11","-","46,85","-","0,05","6,66"
7701501,"Milho verde com ervilha em conserva",5,"Frito(a)","-","56,89","0,16","0,08","1,39","1,94","0,11","-","46,85","-","0,05","6,66"
7701501,"Milho verde com ervilha em conserva",99,"Não se aplica","-","56,89","0,16","0,08","1,39","1,94","0,11","-","46,85","-","0,05","6,66"
7701901,"Feijoada",99,"Não se aplica","1,00","2,77","0,27","0,09","1,37","3,46","0,13","0,27","100,16","0,16","0,75","6,98"
7702001,"Feijão branco com dobradinha em conserva",99,"Não se aplica","1,32","4,54","0,08","0,05","0,99","2,49","0,09","0,45","30,17","-","0,55","3,04"
7702101,"Cozido",99,"Não se aplica","-","39,45","0,10","0,07","1,05","2,07","0,14","0,39","28,91","0,14","0,20","8,57"
7702302,"Pasta de carne em conserva",99,"Não se aplica","14,06","22,73","0,08","0,10","2,18","4,13","0,18","0,52","2,60","0,28","0,69","0,14"
7702402,"Pasta de presunto em conserva",99,"Não se aplica","26,83","26,83","0,30","0,19","4,05","7,57","0,17","0,56","5,22","0,53","0,24","-"
7702502,"Pasta de galinha em conserva",99,"Não se aplica","19,03","19,04","0,04","0,08","4,02","6,88","0,17","0,13","6,34","0,22","0,22","1,02"
7702601,"Carne bovina em conserva",99,"Não se aplica","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7702602,"Almôndega ",99,"Não se aplica","26,25","26,48","0,16","0,24","4,18","6,50","0,27","1,82","31,26","0,58","0,39","0,83"
7702603,"Kitute bovino",99,"Não se aplica","-","-","0,08","0,23","3,21","7,57","0,26","2,83","9,00","0,70","0,14","-"
7702604,"Almôndega ao molho em conserva",99,"Não se aplica","20,41","24,30","0,13","0,21","3,52","5,03","0,27","1,64","29,63","0,41","0,64","2,14"
7702704,"Kitute suíno",99,"Não se aplica","-","-","0,73","0,33","6,15","10,12","0,31","0,70","3,00","0,80","0,31","-"
7702705,"Presuntada",99,"Não se aplica","-","-","0,73","0,33","6,15","10,12","0,31","0,70","3,00","0,80","0,31","-"
7702707,"Fiambre ",1,"Cru(a)","-","-","0,73","0,33","6,15","10,12","0,31","0,70","3,00","0,80","0,31","-"
7702707,"Fiambre ",2,"Cozido(a)","-","-","0,73","0,33","6,15","10,12","0,31","0,70","3,00","0,80","0,31","-"
