"Tabela 4 - Vitaminas na composição de alimentos por 100 gramas de parte comestível",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"(continuação)"
"Código e descrição do alimento ",,"Código e descrição da preparação",,"Reti-
nol
(mcg)","Vitami-
na A
(RAE)
(mcg)","Tiami-
na
(mg)","Ribofla-
vina
(mg)","Niaci-
na
(mg)","Niaci-
na
(NE)
(mg)","Pirido-
xina
(mg)","Coba-
lami-
na
(mcg)","Folato
(DFE)
(mcg)","Vitami-
na D
(mcg)","Vitami-
na E
7702707,"Fiambre ",4,"Assado(a)","-","-","0,73","0,33","6,15","10,12","0,31","0,70","3,00","0,80","0,31","-"
7702707,"Fiambre ",5,"Frito(a)","-","-","0,73","0,33","6,15","10,12","0,31","0,70","3,00","0,80","0,31","-"
7702801,"Salsicha em conserva",99,"Não se aplica","18,44","18,44","0,08","0,09","2,00","3,62","0,10","0,27","1,79","0,27","0,41","0,00"
7703002,"Sardinha em conserva",99,"Não se aplica","32,00","32,00","0,08","0,23","5,25","9,85","0,17","8,94","12,00","6,80","2,04","-"
7703402,"Atum em conserva",99,"Não se aplica","23,00","23,00","0,04","0,12","12,40","17,83","0,11","2,20","5,00","5,90","0,87","-"
7703701,"Pepino em conserva",99,"Não se aplica","-","9,17","0,03","0,03","0,10","0,18","0,02","-","1,00","-","0,09","0,80"
7703902,"Pasta de peixe em conserva",99,"Não se aplica","23,00","23,00","0,04","0,12","12,40","17,83","0,11","2,20","5,00","5,90","0,87","-"
7704001,"Picles",99,"Não se aplica","-","9,17","0,03","0,03","0,10","0,18","0,02","-","1,00","-","0,09","0,80"
7705201,"Nabo em conserva",99,"Não se aplica","-","9,89","0,04","0,03","0,36","0,53","0,10","-","15,55","-","0,13","22,98"
7705401,"Strogonoff ",99,"Não se aplica","31,98","33,64","0,06","0,14","2,93","4,46","0,19","0,70","11,92","0,41","0,47","1,44"
7706001,"Salmão em conserva",99,"Não se aplica","23,00","23,00","0,03","0,20","7,41","11,53","0,11","4,95","4,00","11,65","1,28","-"
7706104,"Creme de cebola (sopa desidratada) light",99,"Não se aplica","14,68","15,17","0,04","0,07","0,15","0,36","0,04","0,08","7,51","0,02","0,25","1,26"
7706105,"Creme de legumes (sopa desidratada) light",99,"Não se aplica","-","14,02","0,01","0,01","0,08","0,17","0,02","-","2,38","-","0,03","1,59"
7706106,"Yakissoba (sopa de legumes desidratada) light",99,"Não se aplica","-","5,07","0,14","0,07","0,86","1,57","0,03","-","62,66","-","0,04","0,23"
7706302,"Atum em conserva light",99,"Não se aplica","17,00","17,00","0,03","0,07","13,28","18,05","0,35","2,99","4,00","4,00","0,33","-"
"Aves e ovos  ",,,,,,,,,,,,,,,
7800103,"Frango inteiro",1,"Cru(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800103,"Frango inteiro",2,"Cozido(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800103,"Frango inteiro",3,"Grelhado(a)/brasa/churrasco","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800103,"Frango inteiro",4,"Assado(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800103,"Frango inteiro",5,"Frito(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800103,"Frango inteiro",6,"Empanado(a)/à milanesa","48,00","48,00","0,10","0,19","8,75","13,93","0,40","0,30","14,07","0,30","0,48","-"
7800103,"Frango inteiro",7,"Refogado(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800103,"Frango inteiro",8,"Molho vermelho","38,40","41,88","0,06","0,15","6,99","11,09","0,34","0,24","6,20","0,24","0,50","1,40"
7800103,"Frango inteiro",13,"Ensopado","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800301,"Parte de galinha ou frango não especificada",1,"Cru(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800301,"Parte de galinha ou frango não especificada",2,"Cozido(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800301,"Parte de galinha ou frango não especificada",3,"Grelhado(a)/brasa/churrasco","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800301,"Parte de galinha ou frango não especificada",4,"Assado(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800301,"Parte de galinha ou frango não especificada",5,"Frito(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800301,"Parte de galinha ou frango não especificada",6,"Empanado(a)/à milanesa","48,00","48,00","0,10","0,19","8,75","13,93","0,40","0,30","14,07","0,30","0,48","-"
7800301,"Parte de galinha ou frango não especificada",7,"Refogado(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800301,"Parte de galinha ou frango não especificada",8,"Molho vermelho","38,40","41,88","0,06","0,15","6,99","11,09","0,34","0,24","6,20","0,24","0,50","1,40"
7800301,"Parte de galinha ou frango não especificada",13,"Ensopado","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800301,"Parte de galinha ou frango não especificada",99,"Não se aplica","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800302,"Frango em pedaços",1,"Cru(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800302,"Frango em pedaços",2,"Cozido(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800302,"Frango em pedaços",3,"Grelhado(a)/brasa/churrasco","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800302,"Frango em pedaços",4,"Assado(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800302,"Frango em pedaços",5,"Frito(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800302,"Frango em pedaços",6,"Empanado(a)/à milanesa","48,00","48,00","0,10","0,19","8,75","13,93","0,40","0,30","14,07","0,30","0,48","-"
7800302,"Frango em pedaços",7,"Refogado(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800302,"Frango em pedaços",8,"Molho vermelho","38,40","41,88","0,06","0,15","6,99","11,09","0,34","0,24","6,20","0,24","0,50","1,40"
7800302,"Frango em pedaços",9,"Molho branco","43,87","43,95","0,07","0,18","6,89","11,22","0,33","0,33","7,53","0,44","0,41","0,00"
7800302,"Frango em pedaços",10,"Ao alho e óleo","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800302,"Frango em pedaços",11,"Com manteiga/óleo","26,91","27,26","0,07","0,12","12,42","18,44","0,60","0,35","4,08","0,24","0,33","-"
7800302,"Frango em pedaços",13,"Ensopado","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800302,"Frango em pedaços",15,"Sopa","0,47","25,42","0,02","0,01","0,75","1,02","0,03","0,03","6,05","0,01","0,07","0,11"
7800302,"Frango em pedaços",99,"Não se aplica","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800303,"Galinha em pedaços ",2,"Cozido(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800303,"Galinha em pedaços ",3,"Grelhado(a)/brasa/churrasco","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800303,"Galinha em pedaços ",4,"Assado(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800303,"Galinha em pedaços ",5,"Frito(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800303,"Galinha em pedaços ",6,"Empanado(a)/à milanesa","48,00","48,00","0,10","0,19","8,75","13,93","0,40","0,30","14,07","0,30","0,48","-"
7800303,"Galinha em pedaços ",7,"Refogado(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800303,"Galinha em pedaços ",8,"Molho vermelho","38,40","41,88","0,06","0,15","6,99","11,09","0,34","0,24","6,20","0,24","0,50","1,40"
7800303,"Galinha em pedaços ",9,"Molho branco","43,87","43,95","0,07","0,18","6,89","11,22","0,33","0,33","7,53","0,44","0,41","0,00"
7800303,"Galinha em pedaços ",13,"Ensopado","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800304,"Carne de galinha ",1,"Cru(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800304,"Carne de galinha ",2,"Cozido(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800304,"Carne de galinha ",3,"Grelhado(a)/brasa/churrasco","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800304,"Carne de galinha ",4,"Assado(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800304,"Carne de galinha ",5,"Frito(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800304,"Carne de galinha ",6,"Empanado(a)/à milanesa","48,00","48,00","0,10","0,19","8,75","13,93","0,40","0,30","14,07","0,30","0,48","-"
7800304,"Carne de galinha ",7,"Refogado(a)","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800304,"Carne de galinha ",8,"Molho vermelho","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800304,"Carne de galinha ",9,"Molho branco","43,87","43,95","0,07","0,18","6,89","11,22","0,33","0,33","7,53","0,44","0,41","0,00"
7800304,"Carne de galinha ",13,"Ensopado","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,48","-"
7800304,"Carne de galinha ",15,"Sopa","0,47","25,42","0,02","0,01","0,75","1,02","0,03","0,03","6,05","0,01","0,07","0,11"
7800304,"Carne de galinha ",99,"Não se aplica","48,00","48,00","0,06","0,17","8,49","13,57","0,40","0,30","5,00","0,30","0,27","-"
7800401,"Peito de galinha ou frango",1,"Cru(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,27","-"
7800401,"Peito de galinha ou frango",2,"Cozido(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,27","-"
7800401,"Peito de galinha ou frango",3,"Grelhado(a)/brasa/churrasco","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,27","-"
7800401,"Peito de galinha ou frango",4,"Assado(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,27","-"
7800401,"Peito de galinha ou frango",5,"Frito(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,48","-"
7800401,"Peito de galinha ou frango",6,"Empanado(a)/à milanesa","9,00","9,00","0,10","0,14","12,68","18,79","0,60","0,34","13,07","0,20","0,48","-"
7800401,"Peito de galinha ou frango",7,"Refogado(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,48","-"
7800401,"Peito de galinha ou frango",8,"Molho vermelho","7,20","10,68","0,06","0,11","10,13","14,98","0,50","0,27","5,40","0,16","0,50","1,40"
7800401,"Peito de galinha ou frango",9,"Molho branco","27,90","28,28","0,07","0,14","10,03","15,12","0,49","0,36","6,80","0,39","0,28","0,00"
7800401,"Peito de galinha ou frango",13,"Ensopado","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,48","-"
7800401,"Peito de galinha ou frango",15,"Sopa","0,47","25,42","0,02","0,01","0,75","1,02","0,03","0,03","6,05","0,01","0,07","0,11"
7800401,"Peito de galinha ou frango",99,"Não se aplica","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,27","-"
7800402,"Filé de frango",1,"Cru(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,27","-"
7800402,"Filé de frango",2,"Cozido(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,27","-"
7800402,"Filé de frango",3,"Grelhado(a)/brasa/churrasco","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,27","-"
7800402,"Filé de frango",4,"Assado(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,27","-"
7800402,"Filé de frango",5,"Frito(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,48","-"
7800402,"Filé de frango",6,"Empanado(a)/à milanesa","9,00","9,00","0,10","0,14","12,68","18,79","0,60","0,34","13,07","0,20","0,48","-"
7800402,"Filé de frango",7,"Refogado(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,48","-"
7800402,"Filé de frango",8,"Molho vermelho","7,20","10,68","0,06","0,11","10,13","14,98","0,50","0,27","5,40","0,16","0,50","1,40"
7800402,"Filé de frango",9,"Molho branco","27,90","28,28","0,07","0,14","10,03","15,12","0,49","0,36","6,80","0,39","0,28","0,00"
7800402,"Filé de frango",10,"Ao alho e óleo","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,48","-"
7800402,"Filé de frango",13,"Ensopado","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,48","-"
7800402,"Filé de frango",99,"Não se aplica","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,27","-"
7800602,"Carcaça de galinha ou frango",2,"Cozido(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,27","-"
7800602,"Carcaça de galinha ou frango",4,"Assado(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,27","-"
7800602,"Carcaça de galinha ou frango",5,"Frito(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,48","-"
7800602,"Carcaça de galinha ou frango",7,"Refogado(a)","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,48","-"
7800602,"Carcaça de galinha ou frango",13,"Ensopado","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,48","-"
7800701,"Asa de galinha ou frango",1,"Cru(a)","47,00","47,00","0,04","0,13","6,65","11,43","0,42","0,29","3,00","0,40","0,27","-"
7800701,"Asa de galinha ou frango",2,"Cozido(a)","47,00","47,00","0,04","0,13","6,65","11,43","0,42","0,29","3,00","0,40","0,27","-"
7800701,"Asa de galinha ou frango",3,"Grelhado(a)/brasa/churrasco","47,00","47,00","0,04","0,13","6,65","11,43","0,42","0,29","3,00","0,40","0,27","-"
7800701,"Asa de galinha ou frango",4,"Assado(a)","47,00","47,00","0,04","0,13","6,65","11,43","0,42","0,29","3,00","0,40","0,27","-"
7800701,"Asa de galinha ou frango",5,"Frito(a)","47,00","47,00","0,04","0,13","6,65","11,43","0,42","0,29","3,00","0,40","0,48","-"
7800701,"Asa de galinha ou frango",6,"Empanado(a)/à milanesa","47,00","47,00","0,08","0,15","6,91","11,79","0,42","0,29","12,07","0,40","0,48","-"
7800701,"Asa de galinha ou frango",7,"Refogado(a)","47,00","47,00","0,04","0,13","6,65","11,43","0,42","0,29","3,00","0,40","0,48","-"
7800701,"Asa de galinha ou frango",8,"Molho vermelho","37,60","41,08","0,04","0,12","5,51","9,37","0,36","0,23","4,60","0,32","0,50","1,40"
7800701,"Asa de galinha ou frango",13,"Ensopado","47,00","47,00","0,04","0,13","6,65","11,43","0,42","0,29","3,00","0,40","0,48","-"
7800702,"Drumete de galinha ou frango",2,"Cozido(a)","20,00","20,00","0,06","0,23","3,69","8,86","0,32","0,35","9,00","0,10","0,27","-"
7800702,"Drumete de galinha ou frango",3,"Grelhado(a)/brasa/churrasco","20,00","20,00","0,06","0,23","3,69","8,86","0,32","0,35","9,00","0,10","0,27","-"
7800702,"Drumete de galinha ou frango",4,"Assado(a)","20,00","20,00","0,06","0,23","3,69","8,86","0,32","0,35","9,00","0,10","0,27","-"
7800702,"Drumete de galinha ou frango",5,"Frito(a)","20,00","20,00","0,06","0,23","3,69","8,86","0,32","0,35","9,00","0,10","0,48","-"
7800702,"Drumete de galinha ou frango",7,"Refogado(a)","20,00","20,00","0,06","0,23","3,69","8,86","0,32","0,35","9,00","0,10","0,48","-"
7800702,"Drumete de galinha ou frango",8,"Molho vermelho","16,00","19,48","0,05","0,20","3,15","7,31","0,28","0,28","9,40","0,08","0,50","1,40"
7800801,"Pescoço de galinha ou frango",2,"Cozido(a)","105,00","105,00","0,06","0,20","6,72","11,42","0,27","0,27","6,00","0,20","0,27","-"
7800801,"Pescoço de galinha ou frango",4,"Assado(a)","105,00","105,00","0,06","0,20","6,72","11,42","0,27","0,27","6,00","0,20","0,27","-"
7800801,"Pescoço de galinha ou frango",5,"Frito(a)","105,00","105,00","0,06","0,20","6,72","11,42","0,27","0,27","6,00","0,20","0,48","-"
7800801,"Pescoço de galinha ou frango",7,"Refogado(a)","105,00","105,00","0,06","0,20","6,72","11,42","0,27","0,27","6,00","0,20","0,48","-"
7800801,"Pescoço de galinha ou frango",9,"Molho branco","104,70","105,08","0,07","0,20","5,47","9,51","0,22","0,31","8,40","0,39","0,28","0,00"
7800901,"Pé de galinha ou frango",2,"Cozido(a)","30,00","30,00","0,06","0,20","0,40","4,00","0,01","0,47","86,00","0,15","0,27","-"
7800901,"Pé de galinha ou frango",3,"Grelhado(a)/brasa/churrasco","30,00","30,00","0,06","0,20","0,40","4,00","0,01","0,47","86,00","0,15","0,27","-"
7800901,"Pé de galinha ou frango",4,"Assado(a)","30,00","30,00","0,06","0,20","0,40","4,00","0,01","0,47","86,00","0,15","0,27","-"
7800901,"Pé de galinha ou frango",5,"Frito(a)","30,00","30,00","0,06","0,20","0,40","4,00","0,01","0,47","86,00","0,15","0,48","-"
7800901,"Pé de galinha ou frango",7,"Refogado(a)","30,00","30,00","0,06","0,20","0,40","4,00","0,01","0,47","86,00","0,15","0,48","-"
7800901,"Pé de galinha ou frango",8,"Molho vermelho","24,00","27,48","0,05","0,17","0,52","3,43","0,03","0,38","71,00","0,12","0,50","1,40"
7800901,"Pé de galinha ou frango",13,"Ensopado","30,00","30,00","0,06","0,20","0,40","4,00","0,01","0,47","86,00","0,15","0,48","-"
7801001,"Miúdo de galinha ou frango ",2,"Cozido(a)","3978,00","3981,42","0,29","1,99","11,05","15,18","0,76","16,85","578,00","0,20","0,82","27,90"
7801001,"Miúdo de galinha ou frango ",4,"Assado(a)","3978,00","3981,42","0,29","1,99","11,05","15,18","0,76","16,85","578,00","0,20","0,82","27,90"
7801001,"Miúdo de galinha ou frango ",5,"Frito(a)","3978,00","3981,42","0,29","1,99","11,05","15,18","0,76","16,85","578,00","0,20","1,03","27,90"
7801001,"Miúdo de galinha ou frango ",8,"Molho vermelho","3182,40","3188,62","0,24","1,61","9,03","12,37","0,62","13,48","464,60","0,16","0,94","23,72"
7801001,"Miúdo de galinha ou frango ",15,"Sopa","0,47","25,42","0,02","0,01","0,75","1,02","0,03","0,03","6,05","0,01","0,07","0,11"
7801101,"Moela de galinha ou frango",2,"Cozido(a)","-","-","0,03","0,21","3,12","8,87","0,07","1,04","5,00","0,20","0,20","-"
7801101,"Moela de galinha ou frango",3,"Grelhado(a)/brasa/churrasco","-","-","0,03","0,21","3,12","8,87","0,07","1,04","5,00","0,20","0,20","-"
7801101,"Moela de galinha ou frango",5,"Frito(a)","-","-","0,03","0,21","3,12","8,87","0,07","1,04","5,00","0,20","0,41","-"
7801101,"Moela de galinha ou frango",7,"Refogado(a)","-","-","0,03","0,21","3,12","8,87","0,07","1,04","5,00","0,20","0,41","-"
7801101,"Moela de galinha ou frango",8,"Molho vermelho","-","3,48","0,03","0,18","2,69","7,32","0,08","0,83","6,20","0,16","0,44","1,40"
7801101,"Moela de galinha ou frango",9,"Molho branco","20,70","21,08","0,04","0,21","2,59","7,47","0,07","0,92","7,60","0,39","0,23","0,00"
7801101,"Moela de galinha ou frango",13,"Ensopado","-","-","0,03","0,21","3,12","8,87","0,07","1,04","5,00","0,20","0,41","-"
7801101,"Moela de galinha ou frango",15,"Sopa","0,47","25,42","0,02","0,01","0,75","1,02","0,03","0,03","6,05","0,01","0,07","0,11"
7801202,"Coração de frango",2,"Cozido(a)","8,00","8,00","0,07","0,74","2,80","8,44","0,32","7,29","80,00","0,20","1,19","1,80"
7801202,"Coração de frango",3,"Grelhado(a)/brasa/churrasco","8,00","8,00","0,07","0,74","2,80","8,44","0,32","7,29","80,00","0,20","1,19","1,80"
7801202,"Coração de frango",4,"Assado(a)","8,00","8,00","0,07","0,74","2,80","8,44","0,32","7,29","80,00","0,20","1,19","1,80"
7801202,"Coração de frango",5,"Frito(a)","8,00","8,00","0,07","0,74","2,80","8,44","0,32","7,29","80,00","0,20","1,40","1,80"
7801202,"Coração de frango",13,"Ensopado","8,00","8,00","0,07","0,74","2,80","8,44","0,32","7,29","80,00","0,20","1,19","1,80"
7801301,"Fígado de galinha ou frango",2,"Cozido(a)","3978,00","3981,42","0,29","1,99","11,05","15,18","0,76","16,85","578,00","0,20","0,82","27,90"
7801301,"Fígado de galinha ou frango",4,"Assado(a)","3978,00","3981,42","0,29","1,99","11,05","15,18","0,76","16,85","578,00","0,20","0,82","27,90"
7801301,"Fígado de galinha ou frango",5,"Frito(a)","3978,00","3981,42","0,29","1,99","11,05","15,18","0,76","16,85","578,00","0,20","1,03","27,90"
7801407,"Canja ",99,"Não se aplica","0,47","25,42","0,02","0,01","0,75","1,02","0,03","0,03","6,05","0,01","0,07","0,11"
7801702,"Peru em pedaço não especificado",2,"Cozido(a)","24,50","24,50","0,05","0,17","5,31","10,35","0,30","0,28","6,00","0,15","0,24","-"
7801702,"Peru em pedaço não especificado",4,"Assado(a)","24,50","24,50","0,05","0,17","5,31","10,35","0,30","0,28","6,00","0,15","0,24","-"
7801702,"Peru em pedaço não especificado",5,"Frito(a)","24,50","24,50","0,05","0,17","5,31","10,35","0,30","0,28","6,00","0,15","0,45","-"
